id	pj_no	keiyaku_pr	tc_mseki	tt_mseki	levelplan	fukuin	road_st	magutchi	setsudo_hi	setsudo_kj	jigata	hiatari	niwasaki	garage	kobetsu1	kobetsu2	kobetsu3	kobetsu4
train_1538	644	27800000	151.9	102.26	2F/4LDK	4.0	問題なし	4.2	北	普通	整形地	普通	9.8	2	アパート南隣			
train_1539	645	39000000	111.87	99.57	2F/4LDK	4.0	問題なし	9.3	南	普通	整形地	普通	1.0	1				
train_1540	645	37800000	132.31	98.53	2F/4LDK	4.0	問題なし	2.8	南	普通	敷地延長	普通	1.0	2				
train_1541	645	38400000	110.18	96.05	2F/4LDK	4.0	問題なし	8.0	西	普通	整形地	普通	3.0	1			前面道が坂途中	宅内高低差あり
train_1542	646	23900000	178.58	108.68	2F/4LDK+S	6.0	問題なし	8.6	北	良い	整形地	普通	6.22	2				
train_1543	646	24000000	178.59	108.88	2F/4LDK+S	6.0	問題なし	8.9	北	良い	整形地	普通	5.29	2				
train_1544	647	40500000	152.53	108.48	2F/5LDK	6.0	問題なし	9.5	東	良い	整形地	良い	3.0	2				
train_1545	648	21800000	117.09	95.22	2F/4LDK	4.0	問題なし	10.2	南西	普通	不整形地	良い	3.0	2				
train_1546	648	21600000	154.35	98.12	2F/4LDK	4.0	問題なし	5.1	北	悪い	間口狭・奥行長	普通	4.0	2				
train_1547	648	17000000	128.66	97.7	2F/4LDK	4.0	問題なし	3.0	南西	悪い	不整形地	普通	6.0	2			行き止まり	
train_1548	649	22900000	112.59	92.94									0.0	0				
train_1549	650	21700000	135.81	97.0	2F/4LDK	6.03	歩道あり	8.43	北東	良い	整形地	良い	2.7	2	宅内高低差あり	信号近い	交通量多い	
train_1550	650	26500000	145.0	98.0	2F/4LDK	6.03	歩道あり	7.78	北東	良い	整形地	良い	2.7	2	宅内高低差あり	信号近い	交通量多い	
train_1551	650	19000000	136.13	96.0	2F/4LDK	6.03	歩道あり	2.8	北東	良い	整形地	良い	2.7	2	宅内高低差あり	信号近い	交通量多い	
train_1552	650	19000000	135.81	97.0	2F/4LDK	6.03	歩道あり	2.8	北東	良い	整形地	良い	2.7	2	宅内高低差あり	信号近い	交通量多い	
train_1553	650	26000000	145.0	99.0	2F/4LDK	6.03	歩道あり	7.77	北東	良い	整形地	良い	2.7	2	宅内高低差あり	信号近い	交通量多い	
train_1554	651	33000000	120.0	105.99	2F/4LDK	5.7	問題なし	5.8	南西	良い	整形地	良い	1.85	2				
train_1555	651	31300000	168.28	105.78	2F/3LDK+S	5.7	問題なし	2.0	南西	普通	敷地延長	普通	5.6	2				
train_1556	651	30800000	157.57	96.88	2F/4LDK	5.7	問題なし	2.0	南西	普通	敷地延長	普通	5.0	2				
train_1557	651	33300000	120.0	105.16	2F/3LDK+S	5.7	問題なし	4.8	南西	普通	不整形地	良い	1.2	2	ごみ置き場前			
train_1558	652	33980000	167.26	105.16	2F/4LDK	6.0	問題なし	3.0	西	良い	敷地延長	普通	2.8	2				
train_1559	652	36000000	167.61	108.89	2F/5LDK	6.0	問題なし	8.6	西	良い	不整形地	良い	4.4	2				
train_1560	652	36980000	167.5	108.05	2F/5LDK	6.0	問題なし	11.6	西	良い	整形地	良い	5.6	2				
train_1561	653	23000000	125.01	93.0	2F/4LDK	8.4	問題なし	20.0	東＋西	良い	整形地	普通	2.0	2	二方路	街道沿い		
train_1562	653	22300000	125.0	93.0	2F/4LDK	8.4	問題なし	16.7	東＋西	良い	整形地	普通	2.0	2	二方路	街道沿い		
train_1563	653	23800000	137.98	93.0	2F/4LDK	8.4	問題なし	30.5	東＋西	良い	整形地	普通	2.0	2	三方路	街道沿い		
train_1564	654	50800000	120.74	100.4	2F/4LDK	4.0	問題なし	21.8	北東	良い	整形地	良い	3.0	2	角地			
train_1565	655	26000000	200.59	107.64	2F/4LDK	4.5	問題なし	13.3	北西	普通	整形地	良い	5.0	3			街道沿い	
train_1566	656	27000000	198.59	100.19	2F/4LDK	7.0	問題なし	12.5	南	普通	整形地	良い	3.0	2				
train_1567	657	35500000	89.88	97.0	2F/4LDK	4.0	問題なし	9.0	北	悪い	整形地	良い	0.0	1	行き止まり途中			
train_1568	657	35300000	89.87	97.0	2F/4LDK	4.0	問題なし	8.9	北	普通	整形地	普通	0.0	1	行き止まり途中			
train_1569	658	32000000	112.03	97.29	2F/4LDK	4.0	問題なし	10.0	南東	普通	整形地	普通	10.0	2				
train_1570	658	31500000	111.59	99.16	2F/4LDK	4.0	問題なし	8.8	南西	普通	整形地	普通	8.8	2				
train_1571	659	21000000	102.76	98.0	2F/4LDK	4.0	問題なし	8.2	北西	良い	不整形地	良い	1.0	2	角地			
train_1572	660	25200000	229.23	111.78	1F/4LDK	4.0	問題なし	2.7	西	普通	間口狭・奥行長	普通	7.7	3				
train_1573	660	26900000	200.0	110.96	1F/4LDK	4.0	問題なし	4.7	西	普通	不整形地	普通	4.5	3				
train_1574	660	26800000	200.01	111.78	1F/4LDK	4.0	問題なし	3.0	西	普通	不整形地	普通	3.9	3				
train_1575	660	24800000	240.06	110.96	1F/4LDK	4.0	問題なし	2.7	西	普通	間口狭・奥行長	普通	5.0	3				
train_1576	661	26100000	102.0	99.78	2F/3LDK	4.0	問題なし	10.3	南東	良い	不整形地	良い	1.1	1				
train_1577	662	28800000	163.67	106.4	2F/4LDK	4.5	問題なし	11.4	南西	普通	整形地	普通	3.0	2			宅内高低差あり	
train_1578	663	50900000	91.66	100.19	2F/4LDK	3.6	歩道あり	9.9	北西	普通	整形地	良い	3.0	1				
train_1579	664	31200000	152.86	101.43	2F/4LDK	7.0	問題なし	3.0	東	悪い	敷地延長	普通	2.0	2				
train_1580	664	34900000	145.01	100.81	2F/4LDK	7.0	問題なし	8.3	東	普通	整形地	良い	2.0	2				
train_1581	665	30300000	124.6	105.99	2F/4LDK	8.0	問題なし	8.6	南＋東	良い	整形地	良い	5.0	2	角地			
train_1582	666	27500000	168.0	105.99	2F/4LDK+S	4.0	問題なし	16.5	西	普通	整形地	良い	6.1	2	行き止まり途中			
train_1583	667	28300000	100.86	100.43	2F/4LDK	4.0	問題なし	2.7	西＋南	普通	整形地	良い	2.3	1	宅内高低差あり	前面道が坂途中		
train_1584	668	28000000	135.55	103.5	2F/4LDK	6.0	問題なし	9.7	北東	普通	整形地	普通	1.2	2				
train_1585	669	18800000	115.58	91.08	2F/3LDK	4.0	問題なし	9.1	北	良い	整形地	普通	2.0	2				
train_1586	670	30500000	200.1	108.47	2F/4LDK	6.7	問題なし	16.7	北	良い	不整形地	普通	5.0	3				
train_1587	670	26300000	203.23	105.15	2F/4LDK	6.7	問題なし	3.4	北	普通	敷地延長	普通	5.0	2				
train_1588	671	19300000	144.15	105.99	2F/4LDK	5.0	問題なし	11.0	西	良い	整形地	良い	5.0	2				
train_1589	671	20800000	133.4	104.33	2F/3LDK+S	5.0	問題なし	8.5	南	良い	整形地	良い	1.5	2				
train_1590	671	21800000	133.39	105.99	2F/4LDK	5.0	問題なし	8.5	南	良い	整形地	良い	1.5	2				
train_1591	671	22800000	133.37	105.99	2F/4LDK	5.0	問題なし	8.4	南	良い	整形地	良い	1.5	2				
train_1592	671	20500000	145.34	105.99	2F/4LDK	5.0	問題なし	8.8	南	良い	不整形地	良い	1.3	2	ごみ置き場前			
train_1593	671	18800000	137.25	104.33	2F/4LDK	5.0	問題なし	12.3	東＋南	良い	整形地	良い	1.5	2	角地			
train_1594	671	22800000	137.28	105.99	2F/4LDK	5.0	問題なし	12.5	東＋北	良い	整形地	良い	5.2	2	角地			
train_1595	671	20800000	144.08	105.98	2F/4LDK	5.0	問題なし	13.5	西	良い	整形地	良い	4.7	2				
train_1596	671	18800000	175.4	105.99	2F/4LDK	5.0	問題なし	7.7	南	普通	不整形地	良い	3.6	2				
train_1597	672	29000000	242.53	111.78	2F/4LDK	4.0	問題なし	2.0	東	普通	敷地延長	良い	9.69	2	裏道			
train_1598	673	31400000	110.22	105.16	2F/4LDK	5.0	問題なし	14.9	南西	良い	整形地	良い	2.4	2	エネファーム付	角地		
train_1599	674	28990000	133.03	105.98	2F/4LDK	5.4	問題なし	12.7	東	普通	整形地	普通	4.78	2				
train_1600	674	24990000	147.62	105.99	2F/4LDK	5.4	問題なし	2.8	東	普通	敷地延長	普通	5.7	2				
train_1601	675	23800000	124.49	101.0	2F/4LDK	4.0	問題なし	9.1	東	良い	整形地	良い	2.1	2	裏道			
train_1602	676	26300000	110.94	99.36	2F/4LDK	4.0	問題なし	6.4	北	普通	整形地	普通	2.7	1				
train_1603	676	28800000	110.9	96.77	2F/4LDK	4.0	問題なし	6.5	北	普通	整形地	普通	2.1	1				
train_1604	677	29000000	132.26	102.26	2F/4LDK	4.1	問題なし	11.03	南西	良い	整形地	普通	2.0	2				
train_1605	677	27700000	131.95	96.05	2F/4LDK	4.2	問題なし	10.7	南西	良い	整形地	普通	1.4	2				
train_1606	677	29000000	130.14	103.92	2F/4LDK	4.2	問題なし	10.0	北東	良い	整形地	普通	3.8	2				
train_1607	677	27000000	130.36	103.09	2F/4LDK	4.2	問題なし	10.25	北東	良い	整形地	普通	2.5	2				
train_1608	677	17500000	130.4	0.0	土地売り	4.2	問題なし	10.0	北東	良い	整形地	普通	0.0	0				
train_1609	677	25500000	131.97	94.39	2F/3LDK	4.1	問題なし	10.6	南西	良い	整形地	普通	1.9	2				
train_1610	678	25800000	132.24	93.0	2F/4LDK	4.0	問題なし	7.0	南西	普通	整形地	良い	8.0	2	眺望良			
train_1611	679	24800000	185.22	113.0	2F/4LDK	6.0	問題なし	14.6	西	普通	整形地	良い	6.0	2	宅内高低差あり			
train_1612	679	25000000	232.5	105.0	2F/4LDK	6.0	問題なし	3.0	西	普通	敷地延長	良い	10.4	2	宅内高低差あり			
train_1613	680	44800000	108.98	98.95	2F/4LDK	18.0	歩道あり	17.8	南	普通	不整形地	普通	5.7	1				
train_1614	680	36000000	90.98	100.19	2F/4LDK	18.0	歩道あり	6.0	南	普通	不整形地	普通	6.0	1				
train_1615	681	21000000	222.0	105.3	2F/4LDK	6.0	問題なし	19.4	西	良い	整形地	良い	10.8	2	眺望良			
train_1616	682	32000000	63.9	99.82	3F/3LDK+S	4.0	問題なし	5.0	北	普通	整形地	良い	1.1	1				
train_1617	682	31300000	66.99	101.65	3F/2LDK+S	4.0	問題なし	5.3	北	普通	整形地	良い	1.0	1				
train_1618	683	37800000	137.96	93.96	2F/4LDK	7.0	問題なし	2.6	西	良い	敷地延長	良い	3.76	1	裏道			
train_1619	683	35000000	111.85	97.6	2F/4LDK	7.0	問題なし	5.34	西	良い	整形地	良い	2.0	2	裏道			
train_1620	683	41300000	111.65	98.81	2F/4LDK	7.0	問題なし	4.83	西	良い	整形地	良い	1.5	2	裏道			
train_1621	683	36300000	138.14	95.58	2F/4LDK	7.0	問題なし	3.0	西	良い	敷地延長	良い	3.5	1	裏道			
train_1622	684	20700000	205.0	126.69	2F/4LDK	6.0	問題なし	16.1	西	良い	整形地	普通	6.5	3				
train_1623	685	26000000	150.36	110.12	2F/4LDK	5.0	問題なし	11.3	南東	良い	整形地	良い	5.0	2				
train_1624	685	23600000	150.36	110.12	2F/4LDK	5.0	問題なし	9.3	南東	普通	整形地	良い	5.0	2				
train_1625	685	26000000	150.36	108.47	2F/4LDK	5.0	問題なし	11.3	南東	良い	整形地	良い	5.0	2				
train_1626	686	20800000	125.49	96.0	2F/4DK	2.5	問題なし	13.0	東	普通	整形地	普通	10.0	1				
train_1627	687	26000000	97.0	99.21	2F/4LDK	4.1	問題なし	11.9	西	良い	整形地	良い	3.18	1	行き止まり途中			
train_1628	687	28000000	98.0	105.3	2F/4LDK	4.0	問題なし	11.9	東	良い	整形地	良い	3.17	1	行き止まり途中			
train_1629	687	33800000	155.6	105.3	2F/4LDK	4.1	問題なし	9.2	東	良い	整形地	良い	10.52	2	行き止まり途中			
train_1630	688	30900000	136.48	108.88	2F/4LDK	6.0	問題なし	12.52	東	普通	整形地	良い	5.43	2	角地			
train_1631	688	29000000	136.49	108.88	2F/4LDK	6.0	問題なし	9.69	北	普通	整形地	良い	2.11	2				
train_1632	689	16900000	142.97	94.0	2F/4LDK	4.0	問題なし	24.0	西＋北	良い	整形地	普通	5.0	2	角地			
train_1633	690	37000000	121.72	98.54	2F/4LDK	6.0	問題なし	2.6	北西	良い	敷地延長	普通	1.8	2	床暖房付			
train_1634	690	44400000	114.58	102.27	2F/4LDK	6.0	問題なし	7.5	北西	良い	整形地	普通	2.4	2	床暖房付			
train_1635	690	38900000	109.42	102.46	2F/4LDK	6.0	問題なし	7.2	北西	良い	整形地	普通	2.4	2	床暖房付			
train_1636	690	35900000	116.57	96.88	2F/4LDK	6.0	問題なし	2.6	北西	良い	敷地延長	普通	1.8	2	床暖房付			
train_1637	690	40300000	109.32	101.02	2F/4LDK	6.0	問題なし	7.2	北西	良い	整形地	普通	2.2	2	床暖房付			
train_1638	690	34900000	117.25	96.88	2F/4LDK	6.0	問題なし	2.6	北西	良い	敷地延長	普通	1.8	2	床暖房付			
train_1639	690	34800000	117.52	97.7	2F/4LDK	6.0	問題なし	2.7	北西	良い	敷地延長	普通	1.8	2	床暖房付			
train_1640	691	35800000	130.46	105.16	2F/4LDK	4.0	問題なし	8.5	北	普通	不整形地	普通	2.3	2	地役権有			
train_1641	691	32000000	118.27	103.3	2F/4LDK	4.0	問題なし	4.8	東	普通	整形地	普通	2.1	2	地役権有			
train_1642	691	36800000	122.21	105.16	2F/4LDK	4.0	問題なし	10.5	東	普通	整形地	普通	2.6	2	地役権有			
train_1643	692	30000000	335.39	113.03	2F/4LDK	25.1	問題なし	22.2	南＋北	普通	整形地	良い	3.0	4	二方路		街道沿い	
train_1644	693	10000000	182.78	0.0		10.0	歩道あり	10.0	北	良い	整形地	普通	0.0	0	交通量多い			
train_1645	693	12500000	189.91	0.0		6.0	問題なし	10.0	南	良い	整形地	良い	0.0	0				
train_1646	693	10000000	190.59	0.0		10.0	歩道あり	10.0	北	良い	整形地	普通	0.0	0	交通量多い			
train_1647	693	12500000	195.67	0.0		6.0	問題なし	10.0	南	良い	整形地	良い	0.0	0				
train_1648	694	21200000	189.94	114.27	2F/4LDK	4.5	問題なし	12.7	南	良い	不整形地	良い	5.0	3				
train_1649	695	27800000	106.55	98.33	2F/4LDK	5.0	問題なし	12.0	東	普通	整形地	普通	3.0	2				
train_1650	696	21500000	190.2	106.4	2F/4LDK	4.4	問題なし	8.4	南	普通	不整形地	良い	9.0	3				
train_1651	696	22500000	190.19	105.16	2F/4LDK	4.7	問題なし	13.0	南	普通	不整形地	良い	10.0	3				
train_1652	697	23900000	301.5	108.47	2F/4LDK	4.0	問題なし	0.0	西	普通	整形地	普通	2.8	2	裏道			
train_1653	697	23900000	301.01	108.27	2F/4LDK	4.0	問題なし	0.0	西	普通	整形地	普通	8.4	2	ごみ置き場前	裏道		
train_1654	698	34000000	137.27	107.23	2F/4LDK	8.0	問題なし	5.6	北	普通	整形地	普通	4.4	2				
train_1655	698	31400000	163.22	104.74	2F/4LDK	8.0	問題なし	5.0	北	普通	敷地延長	普通	3.4	2				
train_1656	699	29057780	114.2	96.47	2F/4LDK	4.0	問題なし	8.0	南	良い	整形地	良い	3.5	2	交通量多い			
train_1657	699	25220000	101.74	94.08	2F/4LDK	4.0	問題なし	8.1	北	普通	整形地	普通	2.0	1	交通量多い			
train_1658	699	23500000	101.55	91.6	2F/4LDK	4.0	問題なし	4.0	東	普通	整形地	普通	2.0	1	交通量多い			
train_1659	699	27300000	108.65	100.4	2F/4DK	4.0	問題なし	7.8	南	良い	整形地	良い	3.0	2	交通量多い			
train_1660	699	26557780	114.45	96.68	2F/4LDK	4.0	問題なし	3.5	南	普通	整形地	普通	4.0	2	交通量多い			
train_1661	700	22800000	98.2	92.53	2F/3LDK	5.0	問題なし	8.2	南	良い	整形地	良い	3.0	2				
train_1662	701	22000000	154.7	99.0	2F/4LDK	16.3	問題なし	13.7	南東	良い	整形地	良い	5.5	2	宅内高低差あり			
train_1663	702	22000000	121.23	93.0	2F/4LDK	4.0	問題なし	8.0	東	普通	整形地	普通	3.0	2	行き止まり途中			
train_1664	702	23000000	121.24	93.0	2F/4LDK	4.0	問題なし	8.0	東	普通	整形地	普通	3.0	2	行き止まり途中			
train_1665	703	21500000	354.07	97.0	2F/4LDK	4.0	問題なし	2.0	南	悪い	敷地延長	良い	9.0	3				
train_1666	703	21800000	300.1	97.0	2F/4LDK	4.0	問題なし	33.0	南＋東	良い	整形地	良い	15.0	3	角地			
train_1667	703	19800000	347.81	97.0	2F/4LDK	4.0	問題なし	2.0	南	悪い	敷地延長	良い	10.0	3				
train_1668	703	22800000	300.1	97.0	2F/4LDK	4.0	問題なし	15.0	南	良い	整形地	良い	10.0	3				
train_1669	703	21800000	300.1	97.0	2F/4LDK	4.0	問題なし	11.0	南	良い	整形地	良い	15.0	3				
train_1670	704	24800000	200.2	100.0	2F/4LDK	4.0	問題なし	5.0	東	普通	不整形地	普通	1.0	2	眺望良			
train_1671	704	29800000	161.75	105.3	2F/4LDK	4.0	問題なし	11.7	南	普通	不整形地	良い	1.0	2	眺望良			
train_1672	705	21800000	153.35	103.68	2F/4LDK+S	6.0	問題なし	6.0	南	良い	整形地	普通	6.0	1	信号近い			
train_1673	705	18000000	153.35	105.3	2F/4LDK	6.0	問題なし	6.0	南	良い	整形地	普通	6.0	1	信号近い			
train_1674	705	19000000	153.34	105.3	2F/4LDK+S	6.0	問題なし	6.0	南	良い	整形地	普通	6.0	1	信号近い			
train_1675	706	34500000	164.13	105.98	2F/4LDK	6.0	問題なし	9.6	南	普通	整形地	良い	8.8	2				
train_1676	707	28800000	160.32	112.2	2F/4LDK	4.0	問題なし	10.9	東	普通	整形地	普通	3.6	2	行き止まり途中			
train_1677	707	26000000	160.33	110.96	2F/4LDK	4.0	問題なし	10.0	東	普通	整形地	普通	3.0	2	行き止まり途中			
train_1678	708	22000000	305.85	105.99	2F/4LDK	5.0	問題なし	6.3	南	良い	整形地	良い	6.0	3				
train_1679	708	24000000	304.15	107.64	2F/4LDK	5.0	問題なし	24.4	南	良い	整形地	良い	13.0	3	二方路	角地		
train_1680	708	23800000	304.15	108.88	2F/4LDK	5.0	問題なし	23.6	南	良い	整形地	良い	8.0	3				
train_1681	708	25000000	366.15	106.4	2F/4LDK	5.0	問題なし	23.7	南	良い	整形地	良い	2.0	3	角地	二方路		
train_1682	708	22000000	305.84	107.23	2F/4LDK	5.0	問題なし	24.8	南	良い	整形地	良い	4.0	3				
train_1683	708	23700000	365.31	106.82	2F/4LDK	5.0	問題なし	21.6	南	良い	整形地	良い	4.0	3			ごみ置き場前	
train_1684	708	22500000	304.15	108.88	2F/4LDK	5.0	問題なし	17.6	南	良い	整形地	良い	5.0	3				
train_1685	709	25700000	91.43	101.02	2F/3LDK	6.0	問題なし	10.0	北西＋南西	良い	整形地	普通	1.0	1				
train_1686	710	31600000	150.09	101.85	2F/4LDK	9.0	問題なし	7.5	北	普通	整形地	普通	5.5	2	交通量多い			
train_1687	710	33500000	105.09	105.99	2F/4LDK	9.0	問題なし	7.5	北	普通	整形地	良い	5.4	2	交通量多い			
train_1688	710	36800000	150.96	105.98	2F/4LDK	6.0	問題なし	10.5	南西	良い	整形地	良い	5.5	2				
train_1689	710	30000000	170.2	104.95	2F/4LDK	9.0	問題なし	2.5	北	普通	敷地延長	良い	4.5	3				
train_1690	710	30800000	150.96	105.16	2F/4LDK	6.0	問題なし	10.5	南西	良い	整形地	良い	5.5	2				
train_1691	710	32800000	150.09	105.98	2F/4LDK	6.0	問題なし	11.0	北西	良い	整形地	良い	5.5	2	ごみ置き場前	街道沿い	角地	
train_1692	710	30800000	170.21	104.95	2F/4LDK	9.0	問題なし	2.5	北	普通	敷地延長	良い	4.5	3				
train_1693	711	31000000	77.17	111.77	3F/4LDK	4.0	問題なし	6.5	西＋東	普通	整形地	普通	2.0	1	二方路			
train_1694	712	27900000	155.83	105.98	2F/4LDK	7.5	問題なし	14.2	北＋南東	良い	整形地	良い	6.41	2				
train_1695	713	22800000	286.31	111.99	2F/3LDK	6.0	問題なし	15.5	南東	悪い	整形地	良い	8.8	3	前面道が坂途中	角地		
train_1696	714	26000000	104.7	99.37	2F/4LDK	4.2	問題なし	9.5	北西	普通	整形地	悪い	3.0	2	アパート南隣	交通量多い		
train_1697	714	26800000	133.56	99.36	2F/4LDK	4.2	問題なし	4.2	北西	普通	間口狭・奥行長	悪い	3.0	1	アパート南隣	交通量多い		
train_1698	714	26000000	104.7	99.37	2F/4LDK	4.2	問題なし	9.9	北西	普通	整形地	悪い	3.0	2	アパート南隣	交通量多い		
train_1699	715	26500000	102.93	94.36	2F/4LDK	4.2	問題なし	4.6	南西	良い	整形地	良い	3.4	1	計画道路			
train_1700	715	23500000	104.06	91.93	2F/3LDK+S	4.2	問題なし	4.2	南西	普通	敷地延長	悪い	1.4	1	計画道路			
train_1701	715	25300000	106.97	93.96	2F/3LDK+S	4.2	問題なし	4.2	南東	普通	敷地延長	普通	1.6	1	計画道路			
train_1702	716	37500000	120.04	99.36	2F/4LDK	8.0	問題なし	8.6	南西	良い	整形地	良い	2.0	2				
train_1703	716	39080152	120.02	101.44	2F/4LDK	8.0	問題なし	8.6	南西	良い	整形地	良い	2.0	2				
train_1704	716	29800000	107.02	95.59	2F/4LDK	8.0	問題なし	9.3	南西	良い	不整形地	良い	1.1	1				
train_1705	717	24800000	126.71	103.09	2F/4LDK	12.0	問題なし	7.0	南	良い	整形地	良い	5.0	2				
train_1706	717	23800000	107.75	98.33	2F/4LDK	7.0	問題なし	7.0	西	普通	敷地延長	普通	3.0	2				
train_1707	717	22000000	106.54	95.54	2F/4LDK	8.0	問題なし	5.0	北	普通	敷地延長	普通	2.0	2				
train_1708	717	25000000	133.54	98.53	2F/4LDK	12.0	問題なし	7.0	南	良い	整形地	良い	5.0	2				
train_1709	717	19800000	112.91	101.74	2F/4LDK	12.0	問題なし	7.0	北	普通	整形地	普通	3.0	2				
train_1710	718	24000000	165.82	113.44	2F/4LDK	4.0	問題なし	10.0	南東	良い	整形地	良い	6.0	3	眺望良			
train_1711	719	24800000	195.77	112.62	2F/4LDK	6.0	問題なし	11.3	北	普通	整形地	良い	5.13	2	眺望良			
train_1712	720	18800000	99.22	89.43	2F/4LDK	4.0	問題なし	8.4	東	良い	整形地	良い	2.0	2				
train_1713	721	32000000	127.79	103.91	2F/4LDK	4.0	問題なし	12.0	西	良い	整形地	普通	5.0	2	行き止まり途中			
train_1714	722	24188889	166.79	105.58	2F/4LDK	4.2	問題なし	4.0	南西	普通	敷地延長	良い	7.42	2	行き止まり	眺望良		
train_1715	722	25948149	138.52	107.65	2F/4LDK	6.0	問題なし	20.2	南	普通	整形地	普通	4.88	2	角地	眺望良		
train_1716	722	22259260	138.53	105.16	2F/4LDK	4.2	問題なし	9.5	西	普通	整形地	良い	4.2	2	行き止まり途中	眺望良		
train_1717	722	25948149	138.52	105.57	2F/4LDK	6.0	問題なし	7.9	西	普通	整形地	良い	4.39	2	行き止まり途中	眺望良		
train_1718	722	23212593	153.63	105.57	2F/4LDK	4.2	問題なし	11.1	南	普通	整形地	良い	7.43	2	行き止まり	眺望良		
train_1719	723	35800000	120.53	102.05	2F/4LDK	5.0	問題なし	9.6	東	普通	整形地	普通	3.4	2				
train_1720	724	33550000	127.88	98.0	2F/4LDK	4.2	問題なし	12.46	南東	良い	整形地	良い	3.36	2	街道沿い			
train_1721	725	28040000	133.03	105.36	2F/4LDK	6.8	問題なし	22.5	東＋南	良い	整形地	良い	5.31	2	眺望良	角地	行き止まり途中	
train_1722	726	38500000	154.59	0.0	土地売り	6.0	問題なし	11.5	西	良い	整形地	良い	0.0	0				
train_1723	727	16800000	165.11	106.81	2F/4LDK	6.0	問題なし	8.0	北	普通	整形地	良い	1.0	2				
train_1724	727	18200000	165.6	106.2	2F/4DK	6.0	問題なし	21.0	北＋東	良い	整形地	良い	4.0	2	角地		ごみ置き場前	
train_1725	727	20800000	165.15	105.98	2F/4LDK	6.0	問題なし	26.1	南＋東	良い	整形地	良い	3.0	2				
train_1726	727	19800000	165.11	105.15	2F/4LDK	6.0	問題なし	15.6	南	良い	整形地	良い	2.0	2				
train_1727	727	18000000	165.12	106.61	2F/4LDK	6.0	問題なし	10.6	南	良い	整形地	良い	8.0	2				
train_1728	727	21000000	164.42	106.4	2F/4LDK	6.0	問題なし	13.8	南	普通	整形地	普通	1.0	2	角地			
train_1729	728	30000000	99.17	79.38	2F/3LDK	4.5	問題なし	8.5	南東	良い	整形地	良い	5.5	2	角地	交通量多い		
train_1730	728	26500000	99.18	80.19	2F/3LDK	4.5	問題なし	8.3	南東	良い	整形地	良い	5.5	1	交通量多い			
train_1731	729	31980000	111.0	96.47	2F/4LDK	4.0	問題なし	12.0	南西	普通	整形地	普通	1.5	2				
train_1732	730	25300000	241.34	97.0	2F/4LDK	4.0	問題なし	10.0	北東	普通	間口狭・奥行長	良い	4.0	2	宅内高低差あり			
train_1733	731	38000000	121.6	104.54	2F/4LDK	7.8	問題なし	17.1	南	良い	不整形地	良い	6.71	1				
train_1734	731	38800000	121.6	105.99	2F/4LDK	7.8	問題なし	6.5	南	良い	整形地	良い	5.63	1				
train_1735	731	39300000	121.6	106.61	2F/4DK	7.8	問題なし	22.1	南	良い	整形地	良い	3.52	1	二方路			
train_1736	731	34800000	121.6	101.43	2F/4LDK	7.8	問題なし	3.0	南	普通	敷地延長	普通	3.54	1				
train_1737	731	36800000	121.6	102.67	2F/4LDK	5.0	問題なし	10.2	東	良い	整形地	普通	5.58	1				
train_1738	731	42000000	121.6	106.4	2F/4LDK	5.0	問題なし	10.4	東	良い	整形地	普通	3.1	1				
train_1739	731	39800000	121.6	104.33	2F/4LDK	7.8	問題なし	6.7	南	良い	整形地	良い	6.63	1				
train_1740	731	30800000	121.6	92.74	2F/3LDK	7.8	問題なし	2.7	南	普通	敷地延長	普通	1.85	1				
train_1741	732	19000000	110.73	0.0		4.2	問題なし	10.1	西	普通	整形地	普通	0.0	0				
train_1742	732	23300000	110.73	99.36	2F/4LDK	4.2	問題なし	10.4	西	普通	整形地	普通	2.0	2				
train_1743	732	25500000	110.75	98.54	2F/4LDK	4.2	問題なし	10.2	西	普通	整形地	良い	2.0	2			行き止まり	
train_1744	732	22200000	111.69	98.53	2F/4LDK	4.2	問題なし	9.7	東	普通	整形地	悪い	2.0	2			行き止まり	
train_1745	732	24000000	111.69	99.77	2F/4LDK	4.2	問題なし	9.3	東	普通	整形地	普通	2.0	2				
train_1746	732	22300000	111.69	100.19	2F/4LDK	4.2	問題なし	10.9	東	普通	整形地	普通	2.0	2			ごみ置き場前	
train_1747	733	36300000	100.06	102.86	2F/4LDK	6.0	問題なし	7.5	南西	良い	整形地	良い	3.9	2	高圧線下	裏道		
train_1748	733	32500000	103.59	105.7	3F/4LDK	6.0	問題なし	4.4	南西	普通	不整形地	良い	7.5	2	裏道			
train_1749	733	36500000	111.51	105.7	2F/4LDK	6.0	問題なし	7.5	南西	良い	整形地	良い	5.5	2	裏道			
train_1750	733	32990000	103.22	102.87	2F/3LDK+S	6.0	問題なし	5.9	南西	良い	整形地	良い	5.2	2	裏道			
train_1751	733	33990000	109.26	103.68	2F/4LDK	6.0	問題なし	4.9	南西	良い	整形地	良い	5.8	2	裏道			
train_1752	734	31990000	120.02	94.99	2F/4LDK	4.0	問題なし	10.5	南	普通	整形地	普通	1.0	2	眺望良			
train_1753	734	30000000	120.03	94.37	2F/4LDK	4.0	問題なし	11.2	南	普通	整形地	普通	1.0	2	眺望良			
train_1754	735	38000000	119.96	110.0	2F/4LDK	4.9	問題なし	7.9	東	普通	不整形地	普通	1.0	2	眺望良			
