,id,title,category,depth
32131,1653916,KEIRINグランプリ'99,1,2
32144,2178245,アモリーノ (アイスクリームチェーン店),8,2
32172,1654018,KEIRINグランプリ01,1,2
32201,605516,さよなら運転,5,1
32221,1654145,KEIRINグランプリ02,1,2
32257,887376,インクルージョン教育,7,2
32305,81490,定員,5,1
32450,81858,お茶講,8,2
32475,1654762,KEIRINグランプリ08,1,2
32527,887481,パブリックアート,2,1
32784,3228323,名目と実質 (経済学),4,1
32819,2179827,赤肉,8,2
32900,607132,大韓民国の経済,4,2
32924,1131481,学力に関する証明書,7,2
32946,3228687,緑地環境学,10,2
32976,607339,アランチーニ,8,2
33174,3229246,2011年ウエイトリフティング世界選手権,1,2
33205,83577,応援歌,1,2
33289,3229514,後発効果,4,1
33348,83939,油そば,8,2
33370,1608940,協栄線材,11,2
33533,1586919,媒介者,6,1
33826,609308,経済的自由権,4,1
33837,609332,民族資本,4,1
33856,1412285,軍事的示威活動,3,1
33908,609525,フラワーアート,2,1
33979,609673,フォトカプラ,11,2
34047,1658388,カーレーター,5,1
34157,2182945,ブランチ (食事),8,2
34231,85998,ウイニー,8,2
34259,610347,ハラール,8,1
34280,2707537,IONIS教育グループ,7,2
34366,2897977,胎教,7,1
34380,86395,Portal:アニメ,1,2
34383,276544,交通局,5,1
34389,1659278,えびめし,8,2
34397,1659302,各国・地域のスポーツ記事一覧,1,2
34427,610788,ブレッドボード,11,2
34440,86525,学校法人跡見学園,7,2
34564,86835,高松東インターチェンジ,5,2
34566,611127,QSCA,8,2
34584,3232607,フリードマンのkパーセントルール,4,1
34744,611621,学校法人梅村学園,7,2
34811,1660352,いとこ煮,8,2
34813,1660361,学士（口腔保健学）,7,2
34912,87774,獣医学,10,2
34916,2184932,交通心理学,5,1
34923,2184952,アールビーズ,1,2
35079,88161,日本学,0,1
35102,88226,間合い運用,5,1
35175,126286,大分県道23号中津高田線,5,2
35242,1661445,アレパ,8,2
35249,612883,鴛鴦茶,8,2
35324,88732,前立腺肥大症,10,2
35353,88805,修了,7,1
35609,89415,漬け方一覧,8,2
35617,2710876,TOKYO FM トラフィックレポート,5,1
35663,1662422,2008年の教育,7,2
35723,3235435,いわき市民プール,1,2
35728,2711159,神聖,9,1
35740,89743,山形北インターチェンジ,5,2
35741,89747,東根インターチェンジ,5,2
35774,1138415,岐阜アリーナ,1,2
35863,1662938,赤てん,8,2
35979,1138910,安達俊子,7,2
36087,1663479,演習林,7,2
36192,90900,空車,5,2
36236,615307,アウト・オブ・バウンズ,1,2
36384,615699,学校法人大阪成蹊学園,7,2
36412,1140092,お茶の水ゼミナール,7,2
36430,1238603,佐々木久子,8,2
36438,3237338,アネッリ,8,2
36443,615913,学校法人産業能率大学,7,2
36446,3237359,ドッジボールから派生したスポーツの一覧,1,2
36472,615982,学校法人東海学園,7,2
36537,91855,Portal:ゲーム,1,2
36709,2713754,手術室,6,1
36739,616688,鞘翅,10,2
36757,2713896,2013年の教育,7,2
36786,2713969,ドイツ民主共和国の経済,4,2
36843,3238374,内科画廊,2,1
36844,1141225,アスレタ,1,2
37009,1665964,青森シャモロック,8,2
37054,1666049,エスプーマ,8,2
37067,617500,平均棍,10,2
37074,1666093,インターレイルパス,5,1
37096,617571,ランチメイト症候群,8,2
37186,617784,学校法人中央学院,7,2
37336,2715312,マレーズトラップ,10,2
37400,3239762,メニュー (料理),8,1
37520,1142914,学校法人創真総合技術学園,7,2
37695,94781,学校教育法施行令,7,2
37704,94793,学校教育法施行規則,7,2
37756,94894,芸術学,2,1
37834,619437,サタニズム,9,2
37952,1668251,ジオパーク,0,2
38076,1783911,灯浮標,5,2
38128,2193011,乗り物に関する世界一の一覧,5,2
38136,3241599,熱帯病,6,1
38357,802491,原種,10,2
38471,96651,研究科の一覧,7,2
38473,96655,学部の一覧,7,2
38533,1145363,ドッグカフェ,8,2
38607,1669817,2009年の教育,7,2
38706,97164,学生自治会,7,2
38707,97165,学生会,7,2
38732,453110,半田インターチェンジ,5,2
38966,1146392,八幡山交通公園,5,1
38984,16310,玉川大学,10,2
39013,97944,Kissmark,1,2
39030,97996,兵士,3,1
39191,98430,静脈物流,4,1
39192,98433,一般教育と専門教育,7,2
39196,365933,呪物崇拝,9,2
39217,3244228,パピーミル,10,2
39347,2195969,浦和総合運動場,1,2
39391,1671812,過積載監視システム,5,2
39562,99334,ざざむし,8,2
39615,3245184,下仁田ジオパーク,0,2
39648,1672389,学術フロンティア推進事業,7,2
39739,99727,神戸市道夢野白川線,5,2
39803,99901,球技,1,2
39827,624235,Portal:バス,5,2
40018,624671,野菜嫌い,8,1
40178,2722183,学校法人甲南学園,7,2
40199,100793,健康食品管理士,8,2
40256,625227,起業,4,1
40264,803259,井上鍋,8,2
40268,2198120,Template:Linescore/sandbox,1,2
40314,2722512,Template:Museum-stub,7,2
40376,101223,学友会,7,2
40418,101341,廬山,0,2
40449,625710,金儲け,4,1
40488,1674417,石衣,8,2
40512,101627,塩尻インターチェンジ,5,2
40570,366487,植物病理学,10,1
40627,2114141,青森県教育委員会,7,2
40715,2199310,顔のたるみ,6,1
40762,102269,済州島,0,2
40770,102292,あんみつ,8,2
40781,803484,ありあけのハーバー,8,2
40892,626866,ユーザー,4,1
40933,102670,うま味調味料,8,2
41069,1675865,芸術研究科,2,2
41070,1675866,造形研究科,2,1
41085,103051,学校法人桐光学園,7,2
41138,2200331,ソーティ,3,1
41168,1676101,オクローシカ,8,2
41230,2724800,うろこ引き,8,2
41303,1676422,アバ (飲食業),8,2
41308,3249304,スプレッド (食品),8,2
41322,2200766,エレッセ,1,2
41323,2725056,アメリカ合衆国教育省,7,2
41354,2200837,交通に関する日本初の一覧,5,2
41369,803718,免疫寛容,6,1
41401,1152346,伊丹アスリートクラブ,1,2
41539,2201343,糸魚川ブラック焼きそば,8,2
41576,104262,課外活動,7,2
41577,628552,NFL Touchdown,1,2
41603,1152899,市電・市バス1日乗車券,5,2
41667,104462,妙高高原インターチェンジ,5,2
41732,628911,オープンキャンパス,7,2
41749,104660,発券,4,1
41769,628993,うなぎ裂き,8,2
41830,1153437,安全速度,5,1
41885,3250716,いしのまき復興マラソン,1,2
41915,1677932,栄養強化剤,8,2
41996,1153832,オルペウス教,9,2
42073,629739,中瀬インターチェンジ,5,2
42078,629745,友生インターチェンジ,5,2
42083,629753,下柘植インターチェンジ,5,2
42110,160637,ハムバッキング,11,2
42220,630100,ヴィッテル (ミネラルウォーター),8,2
42240,105871,コピー食品,8,1
42287,1154563,完全食,8,1
42358,2203354,アクションスポーツパーク岡山,1,2
42384,106257,アオノリ,8,2
42470,106472,栄養教諭,7,2
42538,2203790,食缶,8,2
42547,106653,再建,4,1
42621,2203968,油こし,8,2
42628,1155415,公共交通情報サービス,5,2
42638,631152,飛翔,10,2
42769,1680015,環境リテラシー,7,2
42807,1155834,前田兄弟,8,2
42908,2728925,Template:Tabletennis-stub,1,2
42916,631800,仮想敵国,3,1
42968,631948,過干渉,7,1
42986,3253439,日本ワインコンクール,8,2
43048,1156427,岐阜県体育大会,1,2
43062,1851263,FR4,11,2
43091,3253728,味覇,8,2
43105,1156617,自転車活用推進研究会,5,1
43151,1156718,スウェーデンの交通事業者一覧,5,2
43168,1681044,Template:頭頸部の動脈,6,2
43327,1681428,AT&Tスタジアム,1,2
43354,2205768,厚木市荻野運動公園競技場,1,2
43529,108978,シュール,2,1
43602,1503680,農業情報学会,10,2
43617,38553,インフォームド・コンセント,10,2
43665,109317,聖籠新発田インターチェンジ,5,2
43715,1678487,落合務,8,2
43783,633864,福井県立恐竜博物館,0,2
43787,1682445,ばら積み貨物船,5,1
44052,2731726,Template:Wintersport-stub,1,2
44065,1683181,和歌山県道138号和歌山野上線,5,2
44077,2901975,岡山県総合教育センター,7,2
44098,2207550,安養寺ラーメン,8,2
44253,1159313,学校法人片山学園 (富山県),7,2
44310,2208020,企業内大学の一覧,7,2
44331,3256656,函館湾岸大橋,5,2
44352,635264,大岡山キッズパーク,1,2
44354,1159554,AHCC,8,2
44378,2208170,食育,8,1
44440,1684006,学校法人香川県明善学園,7,2
44455,111188,浮きこぼれ,7,2
44463,111200,学齢,7,2
44516,635627,京都アクアリーナ,1,2
44523,1684222,平衡感覚,6,1
44538,111415,家系ラーメン,8,2
44571,111513,イートン・カレッジ,7,2
44617,111628,オペアンプ,11,2
44663,3257452,インディギルカ (サラダ),8,2
44785,73563,愛知県道148号萩原三条北方線,5,2
44834,112173,運転,5,2
44866,112235,東京都道8号千代田練馬田無線,5,2
44877,2733704,早晩性,10,1
45105,637103,脳機能マッピング,6,1
45123,112857,操縦,5,2
45215,113031,出雲ドーム,1,2
45315,2734717,オンライン・ツー・オフライン,4,1
45417,1686370,インターネット入試,7,2
45444,113558,イカそうめん,8,2
45518,2989119,エッグスラット,8,2
45524,106341,人為選択,10,2
45541,638085,拓殖大学北海道短期大学,10,2
45581,1686757,小核,6,1
45587,113899,相撲茶屋,8,2
45605,3259663,Template:英国資格フレームワーク,7,2
45687,1162701,Template:副腎皮質ホルモン,6,2
45721,2211344,片側交互通行,5,1
45784,638627,うるか,8,2
45840,1163023,体操競技の技名一覧,1,2
45886,114579,重農主義,10,1
45901,2736062,CD4,6,1
45949,114742,エコール・ポリテクニーク,7,2
45967,639074,街灯,5,2
45975,639101,努力,7,1
46095,1163718,Template:ホルモン,6,2
46100,1155149,損傷,6,1
46119,115184,志度インターチェンジ,5,2
46123,193961,生物産業学部,10,2
46145,2212381,欧州剣道選手権大会,1,2
46249,1688337,落合羊羹,8,2
46293,115617,白鳥大内インターチェンジ,5,2
46308,115653,芸術学部,2,2
46355,2212927,医療系産学連携ネットワーク協議会,6,1
46359,2737220,NKT細胞,6,1
46440,3339825,いかり豆,8,2
46479,116087,課程,7,1
46493,2737555,ウズベキスタン料理,8,2
46534,116223,いちご煮,8,2
46626,116423,酸性食品とアルカリ性食品,8,2
46661,2737944,携行食,8,2
46862,116989,学校法人茨城,7,2
46887,2214227,輸送力,5,1
46904,117122,イタリアンスパゲッティ,8,2
46930,1690069,フィンガー (単位),8,2
46936,117216,おかず,8,2
46987,117355,学費,7,2
47048,3263222,Template:MedalWorldChampionships,1,2
47218,2739315,油味噌かつサンド,8,2
47283,2291593,進駐,3,1
47289,1155638,岐阜県スポーツ・レクリエーション祭,1,2
47534,2740172,Template:脳神経詳細,6,2
47580,118863,交通情報,5,1
47607,2216074,うまか棒,8,2
47622,281971,滋賀県道559号近江八幡大津線,5,2
47633,118992,イタリアン (新潟),8,2
47807,2465566,一軍,1,2
47831,3265200,大麻旗争奪剣道大会,1,2
47840,1692355,学校法人久我山学園,7,2
47845,119500,スポーツニュース番組一覧,1,2
47968,2741225,CD1,6,1
47989,2117125,愛媛県教育委員会,7,2
48111,1168699,農書,10,1
48117,1168712,Template:生体物質,6,2
48143,1942424,生物学における不老不死,6,1
48171,1693118,スポーツに関する都市伝説,1,2
48258,1693280,京城府竹添町幼児生首事件,8,2
48292,120476,いなごの佃煮,8,2
48321,1169130,香港の経済,4,2
48368,644963,泡立て器,8,2
48596,3267017,やわらか食,8,2
48636,1169950,愛知つばめ交通,5,2
48654,121407,いももち,8,2
48691,20248,催奇性,6,1
48729,121557,石狩鍋,8,2
48745,645876,福智山トンネル,5,2
48775,719326,社会科教育,7,2
49035,646636,昆虫の構造,10,2
49082,1171022,大垣市立図書館,7,2
49148,1695449,臨時便,5,1
49289,2744400,学校法人中京法律学園,7,2
49320,2203815,因島運動公園,1,2
49329,647339,学校法人夙川学院,7,2
49345,3268804,Template:College athlete recruit start,1,2
49348,3268807,Template:College athlete recruit entry,1,2
49407,1696059,リード線,11,2
49410,2220359,バイオマーカー (薬学),6,1
49529,2220653,園芸学会,10,2
49611,2205147,百軒店,8,2
49612,123684,系統地理学,0,1
49645,123759,カフェー (風俗営業),8,2
49673,648106,燃油サーチャージ,5,1
49693,3269583,Frescoball JAPAN OPEN 2015,1,2
49786,1172653,エレファントポロ,1,2
49792,20681,電子管,11,2
49797,2117837,赤外線撮像素子,11,2
49968,3341247,Virtus.pro,1,2
49972,124551,バイオフィードバック,6,1
50023,2746110,晩餐会,8,2
50038,124709,標準体重,6,1
50193,2222280,一関市総合体育館,1,2
50199,1698012,カンパ,4,1
50208,2222322,保母道,5,2
50231,2746649,頻尿,10,2
50277,125289,症候群,6,1
50389,125522,造園,2,1
50403,2746988,麻生繁樹,7,2
50418,649868,レガシーコスト,4,1
50457,649953,海外子女教育振興財団,7,2
50545,2747310,Manavee,7,1
50560,125920,関東バス,5,2
50642,126098,自立活動,7,2
50656,126127,原始宗教,9,2
50873,126602,オージー・ビーフ,8,2
51001,632813,マヨラー,8,1
51162,3272964,Template:全国大学獣医学関係代表者協議会,10,2
51203,127324,健康教育,7,2
51232,1700269,いわさきバスネットワーク鹿児島営業所,5,2
51283,1700414,エフワンガム,8,2
51346,127697,生きる力,7,2
51365,1176318,ドミニカ国の軍事,3,2
51396,2749272,Template:Lymphocytes,6,1
51426,1959564,淡路島牛丼,8,2
51496,652324,航行区域,5,1
51561,128228,育児,7,2
51583,128290,学級崩壊,7,2
51700,1701440,追原そば,8,2
51732,652942,先天性,6,1
51855,1769118,Template:Structurae,5,2
51890,3274788,オーストラリア料理,8,2
51958,1070111,飯田深雪,8,2
52102,3275235,ニコラス・イワノフ,1,2
52117,129540,学校法人小松原学園,7,2
52125,653853,学校法人城南学園,7,2
52183,2751143,グーリエ橋,5,2
52238,1178485,ウィングアリーナ刈谷,1,2
52579,130688,カフェ,8,2
52580,130691,カフェバー,8,2
52601,130732,学校教育,7,2
52630,2227944,奥州市ふれあいの丘公園,1,2
52642,1179394,骨端軟骨,6,2
52717,2752504,カワスポ,1,2
52877,1704335,イージーチーズ,8,2
52895,655806,強直,6,1
52915,2753000,出雲体育館,1,2
52923,131576,半田中央インターチェンジ,5,2
52956,1715276,世界三大聖人,9,1
52992,131736,学力偏差値,7,2
53072,131928,学力検査,7,2
53103,1180586,弾性型動脈,6,2
53120,2229211,学校法人後藤学園 (東京都豊島区),7,2
53125,1180648,細網結合組織,6,2
53139,2229266,美学会,2,1
53149,656418,QFP,11,2
53201,132267,鰺の押し寿司,8,2
53279,2229594,Stiff-person症候群,6,1
53281,2229596,Stiff-man症候群,6,1
53282,2229597,スティッフマン症候群,6,1
53283,2229598,スティフ・マン症候群,6,1
53284,2229599,全身強直症候群,6,1
53285,2229600,全身硬直症候群,6,1
53286,2229601,Stiff person syndrome,6,1
53287,2229603,Stiff man syndrome,6,1
53419,132795,教育学研究科,7,1
53431,132819,近代五種競技,1,2
53529,133079,松井雅美,8,2
53532,1705950,Template:優勝,1,2
53535,983377,ガボンの経済,4,2
53537,1705961,Template:2位,1,2
53540,1705976,Template:3位,1,2
53559,1706024,Template:DNF,1,2
53592,1706104,Template:DNS,1,2
53698,22252,スポーツ漫画,1,2
53713,133552,抗老化医学,6,1
53823,3279589,アプフェルショーレ,8,2
53935,2755588,長野祐也の医療界キーパーソンに聞く,6,1
53990,134291,ミルメーク,8,2
54069,1183107,眼球線維膜,6,2
54185,1183390,大垣市武道館,1,2
54289,659367,Portal:サッカー,1,2
54482,982167,岩崎学生寮,7,2
54502,2466106,京都産業大学馬術部,1,2
54504,1708511,冷食捜査官,8,2
54506,135656,イメージ・トレーニング,1,2
54513,135669,津田寒川インターチェンジ,5,2
54522,1184273,葯培養,10,2
54635,135985,食通,8,1
54660,1184630,昆虫記,10,2
54733,660574,学力格差,7,2
54781,136438,京都市宝が池公園運動施設球技場,1,2
54814,110136,薬剤抵抗性,10,1
54849,136637,津田東インターチェンジ,5,2
54991,661341,Portal:道路,5,2
54996,479229,成虫,10,2
55045,3282961,尾崎ムゲン,7,2
55046,1185813,節約,4,1
55053,896689,朝日新聞スポーツ記者の表話・裏話,1,2
55125,3283203,酒田中央インターチェンジ,5,2
55149,2758991,薄氷,8,2
55304,1186530,拠出,4,1
55351,138092,インジェラ,8,2
55369,138138,次世代育成能力,7,1
55440,197816,ピクトグラム,5,1
55464,2731886,ウィンザー交通局,5,2
55641,3284606,アレナ・シウダ・デ・メヒコ,1,2
55652,1187472,学校法人関西女子学園,7,2
55780,1187803,愛郷塾,7,2
55841,139384,ワークショップ,7,1
55888,139518,クロロゲン酸,8,2
55925,139621,路線,5,1
55940,95203,ペルティエ素子,11,2
55954,2761152,魚そうめん,8,2
55959,3285457,SLIDE,5,2
56114,3285829,Template:教育,7,2
56115,198113,大谷地インターチェンジ,5,2
56171,140219,メディア・リテラシー,7,2
56306,1189085,安全教育,7,2
56448,3286577,ヨーロッパジオパークネットワーク,0,2
56535,161821,ブリーダー,10,2
56599,141236,国際理解教育,7,2
56627,1189877,筋型動脈,6,2
56727,1453733,新地インターチェンジ,5,2
56740,1714416,秋田市民市場,8,2
56751,141572,川之江ジャンクション,5,2
56804,2238868,いわて奥州牛,8,2
56832,2994602,ヘタウマ,2,1
56833,141822,ごちそうさま,8,2
56835,1714690,奥田政行,8,2
56908,141991,マルちゃん赤いきつねと緑のたぬき,8,2
56916,142012,デカフェ,8,2
56934,666341,アルファ化米,8,2
57055,1190932,イゾアール峠,1,2
57093,1191027,線毛上皮細胞,6,2
57162,666919,エキスポフラッシュフィールド,1,2
57171,3288379,自動光学検査,11,2
57244,667101,外国語学校 (旧制),7,2
57332,1159787,光検出器,11,2
57472,143309,研究会,7,2
57480,286031,食品の衛生管理法の一覧,8,2
57492,1716207,ナプキンリング,8,2
57496,1191938,医学図書館,6,1
57530,2240602,網杓子,8,2
57584,1771552,花育,7,2
57588,143560,Portal:食,8,1
57592,143568,コーヒーカップ,8,2
57593,1716433,アントレプレナー教育,7,2
57600,1192158,学校法人静岡理工科大学,7,2
57618,214279,ケムシ,10,2
57619,1716481,Medpedia,6,1
57636,548229,ヤマザキ動物看護短期大学,10,2
57724,2241002,学校法人聖隷学園,7,2
57762,143932,座光寺パーキングエリア,5,2
57768,111372,和え物,8,2
58069,1717556,立喰師,8,2
58133,3290553,兵庫県認証食品,8,2
58266,1717984,自家不和合性 (植物),10,2
58277,1193716,管理栄養士養成施設,7,2
58304,145200,レンタカー,5,1
58393,3291127,上村愛子の一段一段いってみよう!,1,2
58475,3291309,道の駅潮彩市場防府,5,2
58520,145703,インターリーグ,1,2
58522,669996,潮汁,8,2
58606,670189,アート,2,1
58616,2243079,九七式炊事自動車,8,2
58633,2243126,ミササガ通り,5,2
58650,1718882,オトーリ,8,2
58681,286491,形稽古,1,2
58717,1194737,Template:Sports portal,1,2
58760,3292014,オステリア,8,2
58763,548670,学校恐怖症,7,2
58783,670631,あさくま,8,2
58806,199162,活字離れ,7,2
58903,146664,マスゲーム,2,1
58989,1719722,朝日 (米),8,2
59054,2768467,交通結節点,5,2
59102,2763278,大矢知素麺,8,2
59185,1195961,池上学院,7,2
59202,2768865,牛乳アレルギー,8,2
59281,2244792,祖谷そば,8,2
59338,3293491,ボワビュシェ・サマーワークショップ,7,1
59484,148104,騎馬戦,1,2
59543,1196854,植物生理学,10,1
59571,1196925,お〜いお茶,8,2
59581,1721254,旭豆,8,2
59593,1196997,神経節膠細胞,6,2
59681,672929,味付け海苔,8,2
59866,673347,プラセンタ,8,2
59914,1722033,いわさきバスネットワーク川内営業所,5,2
59922,1722052,いわさきバスネットワーク国分営業所,5,2
59966,673565,刺激伝導系,6,1
59970,1722149,学校法人愛甲学院,7,2
60028,1506370,IESE,7,2
60083,1722414,大井純子,8,2
60128,149633,再生 (生物学),6,2
60160,1198275,Template:人体解剖学,6,2
60262,1722757,日本空手道糸洲会,1,2
60282,3295687,イスラエル科学・人文アカデミー,7,2
60284,3295690,イスラエル国立植物園,7,2
60348,150096,アイスまんじゅう,8,2
60410,1198813,アミノ酸スコア,8,2
60487,1723253,和歌山県道145号鳴神木広線,5,2
60505,3296155,学校法人女子美術大学,7,2
60598,674911,5秒ルール,8,1
60653,112507,高松檀紙インターチェンジ,5,2
60656,1199336,各種の産業の性質・影響力・経営状況,4,1
60679,150813,スポーツのプロリーグ一覧,1,2
60694,2248016,サービス科学,4,1
60732,150953,蛆,10,2
60796,2209721,リトアニア健康科学大学獣医学アカデミー,10,2
60915,549526,光くしゃみ反射,6,1
60992,2773040,芸術学研究科,2,2
61034,3433159,大牟田ラーメン,8,2
61037,2248882,骨髄芽球,6,1
61086,151879,薬味,8,2
61260,152285,広電宮島口駅,5,2
61359,637079,千葉県道283号若宮西船市川線,5,2
61362,676758,博士（獣医学）,10,2
61419,127287,萩エクスプレス,5,2
61439,676903,学校法人千葉敬愛学園,7,2
61442,1201201,学生帽,7,2
61466,152669,北海道道144号登別室蘭インター線,5,2
61489,152719,医用生体工学,6,1
61497,1725612,アドベンチャーレース,1,2
61574,2250091,赤芽球島,6,1
61619,3298781,Iaeグローバルジャパン,7,2
61698,2774693,プロジェクト:図書館,7,1
61763,2250580,搬送,5,1
61837,1202180,UCIトラックワールドカップクラシックス,1,2
61854,3299364,鮎魚醤,8,2
62119,1249040,オクトパスファイヤーズ,8,2
62129,3299964,先天盲からの回復,6,1
62215,154437,パトロン,2,1
62228,154464,プロジェクト:医学,6,1
62277,154595,夜食,8,2
62428,3300671,Template:死後変化,6,2
62452,704505,熱電素子,11,2
62459,679341,Portal:自動車,5,2
62535,2776672,Template:日本の感染症法における感染症,6,2
62549,155265,六日町インターチェンジ,5,2
62615,679704,ペイガニズム,9,2
62727,679968,ビルドアップ工法,11,2
62735,155700,屈腱炎,10,2
62898,1204640,接着斑,6,1
62955,2253382,キャニオニング,1,2
63002,156333,学校運営協議会,7,2
63034,1729283,Template:Championshiptitleスーパー王座2,1,2
63045,1729303,Template:Championshiptitleスーパー王座3,1,2
63048,1205022,関節可動域,6,1
63088,2777985,インディペンデンス・パーク (ジャマイカ),1,2
63113,1205175,食の安全,8,2
63201,156819,飲食店,8,2
63229,899960,学校法人鎮西敬愛学園,7,2
63251,681214,パーソントリップ調査,5,2
63321,2254235,片山勝茂,7,2
63339,2778554,物的会社,4,1
63342,2778558,人的会社,4,1
63347,2778570,交換性向,4,1
63409,1730162,三田坂,5,2
63429,157344,非常食,8,2
63433,1730212,桜峠 (三重県),5,2
63512,681793,Portal:競馬,1,2
63524,3303265,道の駅季楽里あさひ,5,2
63555,157605,獣医学部,10,2
63567,812705,カ仔煎,8,2
63597,3303437,食品科学,8,2
63667,2779324,有形財,4,1
63675,2779345,無形財,4,1
63693,157968,坂出ジャンクション,5,2
63694,157970,川之江東ジャンクション,5,2
63737,2779521,利用者:Otkksinmsk/sandbox,1,2
63740,2473025,ウルダ (食品),8,2
63767,2779578,青森生姜味噌おでん,8,2
63960,158620,荻野屋,8,2
63979,201207,美術,2,1
63985,682970,有川秀之,7,2
63999,683000,半導体リレー,11,2
64065,1207449,学校法人関西学園,7,2
64095,158941,邪教,9,2
64250,3434425,スチュワードシップ・コード,4,1
64266,1732236,Template:Championshiptitle暫定王座1,1,2
64424,159700,アジアコーヒ,8,2
64432,3521875,渥美沢庵,8,2
64437,159738,毒性学,6,1
64451,159761,杏仁豆腐,8,2
64459,2256938,飲酒率,8,2
64538,2257133,アートマネージメント,2,1
64622,2781625,セントラル・バイイング,4,1
64703,160401,禁じ手,1,2
64732,2735565,実験的自己免疫性脳脊髄炎,6,1
64734,2781908,アサヒスタイニー,8,2
64789,1209172,UCIアジアツアー2006-2007,1,2
64801,2211306,勝浦鞆雄,7,2
64804,3306371,脳教育,7,1
64840,1209302,UCIヨーロッパツアー2006-2007,1,2
64893,3306557,出入国証印,5,1
65066,1734053,学校法人生光学園,7,2
65120,1734163,学校法人四国大学,7,2
65195,161471,土佐インターチェンジ,5,2
65292,161713,競技,1,2
65312,161750,南風原北インターチェンジ,5,2
65324,1210352,UCIアフリカツアー2006-2007,1,2
65334,1210369,UCIオセアニアツアー2006-2007,1,2
65431,114375,学科 (学校),7,2
65442,2783425,状況学習,7,2
65501,1734972,Template:Championshiptitle0,1,2
65505,162116,頭料理,8,2
65507,162118,黄飯,8,2
65536,2259340,鹿児島市民体育館,1,2
65543,2259361,とろみ剤,8,2
65602,2783801,社内ベンチャー,4,1
65608,162370,基板,11,2
65782,687039,全国中学生弓道大会,1,2
65835,1211436,沿岸内水路,5,2
65964,1736055,スポーツ競技一覧,1,2
66036,1736242,アフェリア,8,2
66062,3347731,インドアスカイダイビング,1,2
66111,1736391,Template:Academia,7,2
66322,901139,地域環境科学部,10,2
66407,164164,いもフライ,8,2
66450,2785717,ラビット・カード,5,2
66506,688688,茶,8,2
66534,688754,学校法人鶴学園,7,2
66682,2786224,到着予定時刻,5,1
66692,164803,食品廃材,8,2
66760,3310658,大原洋人,1,2
66819,1213655,欧州連合の経済,4,2
66847,165157,いただきます,8,2
66891,689555,倍数性,10,2
66966,289718,学校評議会,7,2
66998,165517,忘年会,8,2
67001,165522,新年会,8,2
67017,1214134,アズワンブラックイーグルス,1,2
67020,165570,土居インターチェンジ,5,2
67090,1738612,尿道カテーテル,6,1
67104,1890993,交通権学会,5,2
67224,166072,宮下章,8,1
67230,2484578,基準電圧回路,11,2
67315,1425812,愛三工業レーシングチーム,1,2
67336,166297,炒り卵,8,2
67358,1739214,学校法人聖学院,7,2
67374,166381,アウトドア,1,2
67534,166740,エビフライ,8,2
67535,2263896,ロシアの経済,4,2
67607,3312684,糖尿病の食事療法,8,2
67626,691305,白崎海洋公園,5,2
67723,167244,イナゴ,8,2
67781,167350,ヴェオリア・トランスポール,5,1
67830,2299822,経済効果,4,1
67882,167543,日曜喫茶室,8,2
67935,167650,蛹,10,2
67938,2264818,鴨池公園多目的屋内運動場,1,2
68006,692150,NIE,7,2
68083,1216601,補給食,8,2
68111,2789553,金融寡頭制,4,1
68119,1740995,一本うどん,8,2
68181,1741157,主要食糧の需給及び価格の安定に関する法律,8,2
68218,2736890,串間市総合運動公園,1,2
68245,814511,OKS,7,2
68351,2265905,2013年アジアインドア・マーシャルアーツゲームズ,1,2
68370,616654,吉田類,8,2
68375,1741692,UCIワールドカレンダー2009,1,2
68379,168834,生鮮食品,8,2
68396,1741722,誘導車,5,2
68409,1741743,オフィスマッサージ,6,1
68531,2737008,淀川左岸舞洲出入口,5,2
68692,169490,東京都道・千葉県道10号東京浦安線,5,2
68707,1742404,カイロ国際スタジアム,1,2
68778,169727,学校施設,7,2
68784,2791180,あいづ陸上競技場,1,2
68843,1742752,沖縄県教育委員会,7,2
68852,694203,封鎖,4,1
68862,694228,創作,2,1
68997,2475049,人肉カプセル,8,2
69002,170249,芸術大学,2,1
69044,170345,学校法人茨城キリスト教学園,7,2
69110,1743361,犀川通船,5,2
69124,2267694,2017年アジアインドア・マーシャルアーツゲームズ,1,2
69164,3316364,利用者:Kusamura N/sandbox/10,6,1
69165,2792077,会津陸上競技場,1,2
69189,694984,学校法人津曲学園,7,2
69193,170702,食材の切り方一覧,8,2
69209,1743606,インディラ・ガンディー・アリーナ,1,2
69214,1743616,アラネタ・コロシアム,1,2
69234,695080,交通安全,5,1
69289,695209,徳島本線料金所,5,2
69361,171082,韮崎インターチェンジ,5,2
69379,1053183,フードファディズム,8,1
69422,171210,Portal:教育/執筆依頼,7,2
69445,695557,おしぼりうどん,8,2
69475,1863567,阿部なを,8,2
69518,695742,芸術競技,2,1
69558,695842,アサマ2000パーク,1,2
69663,171810,Portal:教育,7,1
69723,696209,運動場,1,2
69736,3436530,運漕,5,1
69743,696254,感染制御学,6,1
69887,3318080,道の駅あさひまち,5,2
69967,3318252,胎盤食,8,2
69994,3318323,ジオパーク秩父,0,2
70002,1221191,学力向上フロンティア・ハイスクール事業,7,2
70180,640517,太田和彦,8,2
70258,2794710,経済外的強制,4,1
70290,173357,学期,7,2
70397,2795036,迎え酒,8,2
70404,173604,叙情,2,1
70608,116397,ローリング族,5,2
70628,2271309,飯塚伝説ホルモン,8,2
